artifact_path,source_branch,source_sha16,sample_id,raw_tokens,state_tokens,compression_ratio,savings_tokens,state_type
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,04c54670ed08,1727,85,0.9508,1642,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,04ca3afd6f59,2585,76,0.9706,2509,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,056f3e63bc56,12354,326,0.9736,12028,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,05bd9059b328,1202,78,0.9351,1124,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,05c9f82b8833,28126,363,0.9871,27763,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,05d0495b548b,12991,345,0.9734,12646,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0613b6cedeb5,1376,85,0.9382,1291,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,062ae4c4cc7d,11086,321,0.971,10765,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,06658bca108c,3262,85,0.9739,3177,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,06754f155def,21113,337,0.984,20776,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,068a1a7340f8,1383,78,0.9436,1305,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,06c09f6a9c60,9384,337,0.9641,9047,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,06d0c5201f5d,10215,323,0.9684,9892,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,06da52abe9f8,1346,85,0.9368,1261,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,071a7bc4fe78,29912,360,0.988,29552,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0725fe585e07,12541,372,0.9703,12169,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,072c4bf4021c,28815,355,0.9877,28460,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0755dbd7b95f,1113,85,0.9236,1028,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0759875358ae,23292,338,0.9855,22954,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,078649da08af,3177,87,0.9726,3090,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,07f08be11ced,1635,85,0.948,1550,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,08ab870d0593,28191,335,0.9881,27856,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,08ba51c282a3,8674,277,0.9681,8397,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,08dbccca0042,7408,331,0.9553,7077,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,08e87a63260d,8210,317,0.9614,7893,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0929f5dcea8e,12311,316,0.9743,11995,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0954724197a1,9206,296,0.9678,8910,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,09b5a37109b5,8938,359,0.9598,8579,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,09bc64783691,23616,319,0.9865,23297,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,09d6d5c49fa9,8399,366,0.9564,8033,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,09e6127cb475,1403,85,0.9394,1318,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0a12d93505bb,15538,281,0.9819,15257,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0a3d55789d71,1210,76,0.9372,1134,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0a7bfba29c27,1286,87,0.9323,1199,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0a8441095a9e,11520,333,0.9711,11187,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0aad838b08b9,20948,330,0.9842,20618,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0abbbfa8c9cd,1120,85,0.9241,1035,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0abf473b87ad,10921,315,0.9712,10606,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0af3774255dd,9055,330,0.9636,8725,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0af9ef1105a5,1815,78,0.957,1737,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0b7829664cdc,13035,322,0.9753,12713,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0bb7daf82007,20184,327,0.9838,19857,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0bdb84eb223e,1866,85,0.9544,1781,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0bdfba9a53be,8701,338,0.9612,8363,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0be9e44e8013,11132,398,0.9642,10734,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0bf8c600a09f,2623,85,0.9676,2538,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0c088582fd06,28743,371,0.9871,28372,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0c26097e1eca,2636,85,0.9678,2551,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0c3a86d51964,28092,393,0.986,27699,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0c5657038068,1359,76,0.9441,1283,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0c5a96c1f4d3,6680,370,0.9446,6310,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0c81e1f56d8b,25127,360,0.9857,24767,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0cd55cdb5f89,9694,285,0.9706,9409,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0d33dbe67907,8437,362,0.9571,8075,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0d60c64512d5,1607,85,0.9471,1522,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0d810c9f06c0,7585,321,0.9577,7264,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0da51bcd4c45,1535,76,0.9505,1459,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0db203744216,6495,312,0.952,6183,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0e3bffd413a7,1941,76,0.9608,1865,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0e844b8f1700,2914,85,0.9708,2829,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0e8feda3b910,8447,320,0.9621,8127,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0ea33e14187a,1939,85,0.9562,1854,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0ea85ef49ce2,10212,326,0.9681,9886,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0ec041c344cb,6423,273,0.9575,6150,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0f00f6c6482b,1876,85,0.9547,1791,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0f17c06c9014,9017,372,0.9587,8645,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0f78c47f4e87,9564,403,0.9579,9161,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0f9f54b478eb,11678,302,0.9741,11376,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0fbeeaf5eb12,21971,337,0.9847,21634,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0fdc42e5faa4,3120,85,0.9728,3035,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,0ff83c85b920,9001,334,0.9629,8667,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,106f0b032edb,9176,330,0.964,8846,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,10b8d554c4d6,2533,85,0.9664,2448,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,1133173b80fb,1416,85,0.94,1331,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,11332ba94bbb,8949,297,0.9668,8652,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,113862aebe00,23678,334,0.9859,23344,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,114d0d271701,2712,85,0.9687,2627,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,114fba661d66,1837,85,0.9537,1752,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,11d2b314bc9d,10374,257,0.9752,10117,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,12243a2d5b24,11660,383,0.9672,11277,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,125168a6ffc4,13973,311,0.9777,13662,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,1263b9c3b5a1,1465,85,0.942,1380,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,128456b228a5,8810,288,0.9673,8522,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,12919734b0c7,16123,274,0.983,15849,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,12978396362a,1508,85,0.9436,1423,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,12b2fdd18934,23081,361,0.9844,22720,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,131381b5fbc9,7250,337,0.9535,6913,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,134577fae462,11478,369,0.9679,11109,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,1379b9a5284e,12973,281,0.9783,12692,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,13aaa326b5f1,17605,327,0.9814,17278,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,13d47e983a2f,6185,289,0.9533,5896,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,13f979cf8bdc,7322,302,0.9588,7020,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,144bb829d728,19172,335,0.9825,18837,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,14649bcc88f3,21290,353,0.9834,20937,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,14f0c248431f,23113,302,0.9869,22811,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,151f33233101,21629,322,0.9851,21307,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,152933c8b060,7679,375,0.9512,7304,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,155a40dff326,1358,87,0.9359,1271,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,15835d60b259,7011,292,0.9584,6719,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,158b137ca268,11372,317,0.9721,11055,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,15d8b2f4b179,2893,85,0.9706,2808,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,162bfa3e6a36,1779,87,0.9511,1692,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,163ea0905153,7280,310,0.9574,6970,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,1668321cc92b,10043,343,0.9658,9700,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,1669886dcd21,14782,304,0.9794,14478,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,166c3d315305,10589,299,0.9718,10290,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,16b87126d435,9556,338,0.9646,9218,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,172963aa1ee6,10405,337,0.9676,10068,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,1737c7a0efd6,8481,304,0.9642,8177,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,17496e707e15,11612,328,0.9718,11284,driftbench_state_summary
claude_layer_probe/data_inventory/driftbench_compression.jsonl,desi-context-compression-demo,c2be7e1860f0676b,174d6da8aae4,7135,348,0.9512,6787,driftbench_state_summary
